Data tragerii->,Nr.1,Nr.2,Nr.3,Nr.4,Nr.5,Nr.6
1909,16,38,19,27,41,45
1910,29,8,2,34,46,37
1911,41,14,49,25,2,44
1912,26,28,44,46,3,45
1913,3,21,45,19,4,29
1914,40,13,45,9,43,41
1915,4,5,30,23,36,1
1916,15,21,24,47,16,18
1917,2,3,24,40,6,43
1918,21,11,44,43,32,5
1919,36,6,34,13,47,49
1920,20,26,39,25,14,21
1921,35,42,17,41,28,33
1922,9,44,5,16,31,10
1923,9,15,12,27,44,46
1924,18,47,5,14,46,6
1925,6,15,42,43,45,32
1926,16,40,9,36,37,43
1927,22,23,11,39,42,8
1928,39,5,19,13,15,32
1929,48,17,34,25,14,5
1930,3,37,6,22,2,10
1931,24,4,42,25,37,20
1932,24,7,34,2,9,37
1933,30,13,1,42,34,19
1934,1,43,21,45,26,20
1935,11,48,3,19,10,5
1936,13,27,37,8,23,12
1937,39,7,4,13,36,22
1938,30,42,44,18,10,31
1939,27,20,25,46,22,11
1940,30,16,4,9,13,2
1941,25,35,30,4,11,14
1942,24,7,46,35,3,27
1943,24,43,1,25,46,22
1944,1,27,34,49,14,6
1945,42,25,38,22,27,15
1946,15,31,26,4,42,17
1947,9,38,45,21,20,5
1948,22,31,34,47,10,49
1949,12,26,9,45,4,47
1950,2,41,42,6,39,12
1951,24,16,28,21,6,33
1952,42,44,10,3,33,27
1953,38,32,31,49,3,4
1954,16,42,2,6,46,30
1955,7,5,36,41,4,32
1956,14,4,19,49,34,38
1957,47,3,49,6,7,24
1958,6,44,1,4,19,8
1959,38,17,5,11,36,13
1960,6,11,25,9,12,1
1961,48,6,4,30,13,26
1962,19,26,45,25,22,3
1963,41,13,21,43,45,28
1964,40,39,14,46,7,41
1965,34,21,25,14,46,43
1966,22,18,5,28,29,15
1967,18,19,35,23,45,13
1968,22,47,15,14,41,2
1969,33,25,30,17,13,31
1970,11,25,43,42,30,23
1971,32,43,40,44,2,26
1972,27,23,2,44,48,38
1973,21,10,40,23,3,38
1974,9,10,27,5,38,33
1975,16,7,26,25,31,13
1976,19,42,22,18,43,20
1977,11,36,7,31,19,12
1978,12,31,46,17,6,5
1979,6,35,3,1,43,42
1980,16,37,7,33,28,36
1981,7,19,22,6,5,45
1982,15,11,41,14,9,42
1983,35,44,17,10,22,18
1984,21,35,46,20,5,31
1985,17,42,39,30,36,4
1986,2,42,1,44,19,8
1987,17,15,19,11,7,9
1988,29,32,43,30,21,4
1989,34,23,1,18,5,11
1990,38,9,24,10,7,4
1991,36,18,41,24,23,10
1992,49,4,44,37,7,31
1993,17,3,38,44,20,40
1994,4,18,32,21,17,34
1995,23,22,43,8,9,27
1996,42,15,34,43,48,39
1997,25,49,42,29,5,24
1998,16,5,18,28,43,30
1999,16,30,1,23,20,8
2000,7,30,16,39,23,5
2001,23,45,12,25,2,10
2002,24,16,38,27,11,3
2003,33,27,2,40,42,20
2004,38,27,49,17,13,44
2005,40,6,27,5,25,49
2006,25,10,34,15,36,39
2007,20,37,8,31,27,9
2008,7,5,8,25,37,6
2009,22,17,4,42,30,3
2010,37,30,27,38,17,45
2011,18,23,36,7,47,8
2012,22,31,30,4,42,39
2013,24,38,48,11,12,29
2014,43,14,49,23,3,6
2015,30,1,16,9,41,34
2016,29,43,33,10,27,36
2017,20,39,3,5,49,41
2018,48,30,46,13,21,29
2019,40,45,38,8,11,34
2020,11,35,39,4,2,1
2021,1,29,41,39,18,46
2022,23,31,20,19,38,7
2023,48,21,12,9,5,46
2024,22,20,2,36,1,8
2025,41,32,21,5,4,16
2026,8,30,37,11,21,45
2027,23,42,21,30,4,12
2028,1,21,18,6,31,3
2029,13,45,42,14,48,41
2030,49,2,19,44,9,35
2031,5,40,8,12,38,16
2032,13,25,22,15,34,11
2033,18,13,21,4,16,11
2034,1,32,34,49,24,17
2035,1,38,25,2,11,6
2036,47,13,6,3,32,17
2037,17,32,39,48,43,41
2038,4,20,15,2,10,19
2039,11,13,2,43,12,39
2040,48,30,19,38,36,29
2041,39,19,14,12,26,16
2042,7,6,16,26,18,9
2043,8,49,38,17,33,28
2044,20,15,4,39,46,3
2045,38,3,48,30,1,12
2046,2,40,22,44,42,30
2047,9,28,12,46,8,19
2048,13,47,17,44,27,6
2049,33,31,28,4,5,26
2050,11,32,28,37,36,48
2051,15,17,21,49,30,25
2052,26,30,8,24,35,23
2053,49,4,26,32,27,43
2054,16,15,5,22,7,40
2055,7,14,44,27,45,4
2056,4,38,39,11,15,36
2057,47,16,11,38,10,26
2058,25,48,28,38,1,24
2059,41,20,7,5,9,3
2060,14,16,44,2,27,9
2061,25,7,9,37,43,29
2062,16,14,7,47,21,27
2063,38,3,28,31,32,18
2064,48,27,29,23,8,20
2065,48,46,5,30,19,32
2066,26,16,37,36,13,22
2067,48,17,43,2,13,15
2068,18,11,24,39,12,34
2069,23,24,8,45,40,35
2070,15,36,20,24,2,6
2071,20,25,45,48,37,21
2072,21,30,39,46,3,9
2073,5,14,10,23,26,40
2074,4,32,36,8,1,24
2075,32,5,4,49,44,12
2076,3,6,37,7,48,28
2077,21,38,7,6,49,13
2078,30,6,17,41,4,28
2079,5,15,28,41,32,7
2080,44,35,36,19,21,42
2081,46,22,47,43,27,28
2082,44,19,35,6,9,10
2083,8,32,11,19,29,17
2084,2,28,41,27,26,3
2085,10,21,24,22,37,23
2086,18,37,27,10,44,5
2087,49,21,24,28,39,16
2088,13,3,18,12,21,45
2089,23,47,28,7,39,9
2090,19,12,32,7,33,17
2091,21,5,44,48,11,49
2092,8,15,30,42,39,35
2093,30,10,11,45,15,37
2094,23,30,44,13,2,15
2095,37,11,35,27,12,4
2096,17,15,41,39,45,40
2097,42,20,5,4,23,38
2098,32,14,37,40,47,49
2099,38,49,10,1,46,22
2100,40,2,45,13,11,5
2101,34,30,47,46,45,26
2102,19,46,30,33,36,17
2103,18,33,17,12,44,28
2104,5,44,12,9,29,16
2105,43,36,2,42,32,28
2106,8,27,47,2,25,3
2107,4,12,5,19,33,2
2108,35,20,10,31,3,32
2109,16,36,34,30,43,27
2110,1,49,21,34,2,12
2111,47,35,17,33,23,11
2112,48,10,17,31,25,29
2113,18,34,5,28,33,2
2114,37,34,27,46,4,28
2115,37,17,26,39,35,4
2116,3,29,23,40,39,9
2117,5,14,30,34,22,18
2118,30,33,5,2,34,19
2119,21,12,42,8,37,2
2120,47,8,35,18,26,2
2121,3,1,47,19,28,34
2122,6,11,39,43,33,9
2123,17,40,3,31,19,41
2124,20,40,19,32,39,29
2125,12,4,24,42,31,2
2126,27,43,48,29,35,1
2127,34,19,3,20,10,17
2128,9,37,41,33,47,25
2129,4,15,48,2,23,20
2130,2,39,12,36,34,20
2131,23,35,31,5,6,43
2132,12,23,20,11,42,18
2133,31,9,18,29,32,21
2134,45,49,9,37,7,31
2135,2,24,43,49,16,40
2136,15,9,31,21,13,4
2137,4,21,22,27,24,37
2138,14,18,39,21,45,29
2139,14,18,19,24,33,6
2140,30,49,14,46,37,32
2141,29,37,44,3,9,6
2142,35,16,25,9,23,49
2143,1,20,39,21,43,44
2144,33,9,17,49,11,34
2145,24,34,17,8,5,20
2146,12,16,33,45,3,10
2147,1,14,38,47,33,7
2148,2,27,14,45,7,46
2149,24,33,19,28,35,4
2150,1,11,47,22,36,46
2151,43,4,38,25,16,46
2152,47,21,25,22,40,42
2153,6,23,3,35,32,44
2154,3,19,20,23,17,37
2155,30,31,19,49,17,34
2156,24,49,42,3,21,41
2157,49,23,25,24,41,4
2158,19,43,20,18,5,11
2159,28,5,44,10,26,38
2160,25,36,31,8,7,40
2161,2,42,29,39,40,44
2162,3,29,46,32,23,27
2163,23,49,5,2,41,16
2164,4,48,39,44,24,9
2165,6,12,44,27,4,30
2166,38,9,14,45,31,23
2167,21,9,8,22,40,27
2168,2,31,43,24,40,19
2169,41,42,25,28,38,30
2170,3,23,16,12,10,45
2171,5,16,37,32,3,10
2172,31,15,24,18,33,35
2173,37,14,47,28,39,4
2174,19,43,26,27,14,38
2175,29,27,12,25,7,39
2176,45,43,28,14,18,4
2177,48,26,13,28,7,22
2178,44,16,27,48,9,19
2179,42,20,3,34,31,13
2180,33,22,37,36,42,29
2181,14,10,23,30,8,37
2182,42,35,33,39,25,7
2183,34,23,15,47,4,14
2184,29,11,4,45,33,28
2185,3,5,41,44,38,32
2186,34,26,12,32,7,42
2187,21,12,40,44,33,1
2188,6,11,33,19,23,8
2189,24,45,2,49,19,47
2190,34,27,32,10,13,11
2191,7,6,22,21,43,23
2192,45,47,25,18,2,10
2193,42,33,45,5,15,16
2194,24,10,4,48,33,43
2195,34,19,7,43,9,28
2196,40,34,22,36,32,41
2197,42,19,10,37,21,45
2198,10,23,30,21,7,39
2199,28,7,48,14,22,17
2200,48,23,15,37,35,28
2201,42,48,10,5,33,3
2202,20,15,18,7,28,23
2203,22,7,2,40,14,30
2204,3,12,27,18,9,4
2205,39,46,15,11,7,25
2206,33,7,19,47,11,25
2207,19,14,7,34,20,41
2208,22,23,24,9,47,33
2209,32,41,43,25,1,19
2210,47,33,34,16,44,27
2211,24,44,13,23,32,41
2212,26,41,24,25,23,36
2213,11,12,15,30,8,4
2214,7,45,30,17,6,26
2215,8,15,31,45,26,32
2216,22,14,17,33,7,9
2217,7,45,36,15,40,34
2218,35,15,26,17,46,21
2219,39,43,17,8,6,7
2220,26,7,4,42,48,6
2221,30,7,23,12,28,27
2222,35,48,18,34,49,29
2223,30,26,25,48,32,1
2224,12,45,48,38,24,5
2225,31,49,2,46,20,3
2226,13,45,28,17,12,47
2227,26,33,11,9,24,20
2228,2,3,49,25,31,17
2229,30,21,41,32,45,3
2230,26,42,24,20,36,33
2231,20,16,18,23,15,26
2232,4,20,1,10,5,42
2233,37,39,2,32,25,23
2234,1,36,40,21,4,39
2235,30,10,5,27,8,28
2236,13,45,49,26,18,28
2237,38,6,45,36,47,11
2238,14,13,19,12,21,25
2239,44,29,46,6,1,28
2240,4,2,8,5,25,14
2241,8,10,4,49,45,27
2242,12,44,4,36,31,39
2243,8,6,33,31,42,13
2244,26,23,47,21,35,24
2245,15,8,1,29,5,43
2246,46,10,7,5,41,9
2247,48,7,34,40,33,46
2248,42,28,13,6,19,48
2249,13,32,15,43,18,20
2250,27,6,11,44,42,24
2251,12,46,42,20,17,2
2252,43,26,15,11,24,25
2253,5,47,38,39,31,22
2254,16,43,48,14,19,26
2255,1,13,29,6,3,22
2256,18,9,26,34,49,11
2257,40,24,37,2,11,12
2258,25,30,2,49,15,31
2259,33,46,4,36,32,47
2260,22,42,41,30,34,8
2261,14,48,32,11,35,13
2262,5,1,11,45,36,8
2263,12,28,5,34,21,16
2264,3,47,31,25,22,21
2265,6,40,22,32,31,12
2266,8,40,16,4,48,2
2267,42,28,31,3,23,38
2268,15,21,28,38,26,13
2269,41,16,27,24,4,37
2270,1,40,27,35,28,37
2271,32,7,40,1,37,11
2272,32,40,20,35,4,23
2273,6,3,48,25,2,47
2274,22,26,42,6,7,24
2275,22,30,31,29,10,4
2276,25,45,44,37,27,42
2277,6,7,9,37,30,31
2278,5,40,24,20,8,27
2279,39,8,24,46,33,47
2280,36,29,2,28,16,34
2281,25,1,13,34,28,30
2282,36,19,38,44,6,20
2283,21,40,3,13,30,6
2284,43,4,48,29,44,23
2285,8,10,30,26,42,6
2286,27,45,25,8,10,39
2287,37,8,4,10,28,21
2288,5,27,43,18,47,19
2289,25,24,27,17,29,20
2290,22,37,27,45,43,40
2291,14,26,48,43,40,10
2292,36,7,11,15,48,8
2293,10,29,6,19,38,45
2294,21,41,49,30,31,2
2295,42,23,35,44,32,1
2296,21,41,15,5,6,45
2297,32,36,47,49,18,7
2298,49,6,27,20,26,28
2299,44,9,41,1,49,5
2300,38,22,27,24,30,21
2301,39,48,1,43,40,31
2302,6,19,44,33,37,2
2303,10,36,23,12,28,46
2304,27,17,30,8,13,16
2305,11,17,15,49,33,6
2306,4,42,46,43,5,35
2307,13,37,44,25,21,49
2308,40,4,8,10,1,12
2309,40,22,5,33,2,32
2310,28,39,40,25,32,31
2311,28,36,33,22,43,37
2312,43,45,34,27,12,23
2313,17,2,47,40,22,19
2314,34,41,3,12,16,2
2315,8,5,16,26,31,17
2316,9,39,16,3,44,24
2317,25,16,5,46,35,6
2318,14,17,24,8,21,1
2319,20,27,26,28,41,3
2320,30,40,39,36,18,19
2321,45,4,8,44,27,9
2322,26,17,19,30,20,23
2323,28,11,9,24,47,3
2324,39,13,1,24,32,42
2325,9,23,28,35,18,45
2326,44,41,16,13,15,31
2327,7,16,18,8,33,14
2328,45,31,13,30,18,4
2329,44,6,3,11,15,33
2330,4,25,28,48,38,9
2331,43,20,12,40,46,13
2332,28,6,12,16,34,31
2333,39,38,43,40,48,20
2334,2,26,20,5,14,42
2335,9,49,25,36,38,24
2336,21,39,16,6,25,10
2337,3,6,39,45,26,21
2338,8,10,9,45,27,16
2339,27,26,15,10,48,23
2340,35,36,32,40,23,4
2341,4,8,49,42,11,9
2342,2,45,8,22,18,27
2343,29,39,40,42,10,14
2344,35,13,33,27,16,5
2345,27,34,37,8,1,22
2346,27,13,41,7,1,16
2347,20,37,26,31,36,17
2348,23,43,30,44,26,10
2349,21,47,46,36,23,13
2350,36,43,47,11,2,33
2351,25,7,11,6,15,34
2352,18,13,19,5,29,8
2353,3,38,34,17,12,5
2354,47,30,5,28,48,12
2355,8,47,3,13,14,23
2356,29,36,13,17,27,46
2357,12,38,27,35,30,6
2358,47,11,17,35,3,29
2359,40,27,26,30,12,11
2360,47,4,18,20,2,6
2361,26,39,17,10,43,19
2362,49,1,14,45,18,42
2363,29,48,34,12,36,8
2364,34,9,46,37,3,2
2365,28,9,18,3,43,37
2366,40,36,47,42,33,16
2367,41,39,33,3,16,9
2368,8,12,47,40,6,30
2369,34,4,2,3,35,46
2370,2,42,39,22,34,43
2371,9,23,45,21,13,4
2372,23,15,11,47,35,29
2373,48,9,1,30,5,14
2374,4,39,27,23,1,15
2375,10,33,6,4,7,36
2376,25,1,13,23,37,7
2377,48,10,36,2,27,23
2378,36,33,30,4,17,25
2379,36,35,3,24,31,8
2380,4,18,31,8,38,42
2381,33,24,4,40,12,18
2382,4,34,12,25,40,1
2383,46,18,20,14,48,5
2384,38,14,5,21,31,12
2385,16,48,17,46,22,10
2386,23,3,34,27,42,39
2387,43,1,13,25,12,19
2388,44,3,35,13,28,25
2389,17,43,25,21,8,10
2390,3,24,4,37,44,9
2391,13,37,26,17,28,16
2392,45,12,31,32,35,14
2393,20,27,30,31,49,39
2394,15,23,8,36,5,47
2395,12,49,38,39,45,29
2396,46,27,44,5,16,42
2397,43,20,2,8,31,30
2398,25,38,41,1,10,36
2399,28,18,48,40,45,31
2400,7,1,15,36,34,30
2401,31,49,45,37,17,16
2402,39,26,42,38,10,28
2403,39,21,49,26,11,27
2404,5,36,3,35,32,2
2405,26,1,28,12,49,24
2406,12,27,15,9,33,44
2407,22,24,11,19,35,30
2408,40,11,18,33,20,14
2409,36,8,20,34,32,30
2410,41,49,5,20,14,1
2411,43,35,25,6,16,8
2412,15,33,32,47,17,11
2413,16,38,30,42,8,1
2414,30,24,3,12,10,42
2415,10,27,34,12,9,31
2416,40,45,6,39,9,14
2417,7,21,36,19,1,16
2418,27,3,10,29,5,9
2419,1,17,27,19,44,9
2420,12,19,9,1,40,5
2421,26,40,35,39,37,5
2422,3,38,31,39,5,29
2423,27,17,10,4,19,43
2424,29,3,34,39,26,36
2425,47,13,7,30,42,19
2426,15,25,16,21,12,5
2427,4,2,3,10,41,26
2428,26,9,6,13,32,31
2429,12,17,4,44,11,27
2430,15,48,29,47,18,42
2431,12,22,36,6,23,37
2432,26,46,20,39,8,5
2433,27,42,48,44,46,23
2434,30,46,40,16,5,43
2435,43,7,20,47,48,5
2436,35,7,22,20,37,32
2437,40,31,24,14,3,47
2438,12,40,7,10,6,41
2439,3,36,9,41,11,24
2440,46,27,7,19,6,38
2441,35,17,39,7,24,21
2442,30,40,41,14,23,43
2443,22,7,32,29,37,1
2444,17,38,6,33,28,49
2445,21,36,2,28,6,34
2446,15,20,13,49,35,46
2447,37,25,5,38,30,10
2448,11,26,16,27,24,44
2449,39,45,30,34,38,4
2450,38,44,28,23,5,18
2451,23,27,25,11,18,22
2452,38,36,22,17,31,49
2453,16,27,42,18,46,24
2454,33,5,10,7,14,26
2455,36,42,49,37,26,16
2456,8,9,28,36,23,47
2457,35,45,19,2,41,12
2458,1,42,47,11,10,21
2459,25,22,20,27,48,42
2460,23,48,20,26,6,38
2461,5,33,13,11,35,46
2462,23,41,28,35,30,25
2463,4,7,25,36,20,14
2464,25,42,10,28,5,3
2465,18,46,39,26,10,34
2466,40,38,5,25,7,13
2467,34,48,4,46,7,24
2468,49,1,8,48,3,38
2469,17,36,32,27,19,5
2470,16,7,18,42,19,36
2471,46,8,25,19,37,41
2472,47,36,13,19,49,38
2473,41,49,34,12,14,45
2474,7,48,27,33,21,14
2475,9,12,25,13,32,40
2476,8,12,19,6,11,10
2477,30,40,13,1,48,3
2478,16,33,11,6,32,35
2479,8,5,24,16,23,36
2480,45,3,35,20,21,32
2481,10,6,30,2,17,1
2482,48,32,7,27,12,42
2483,38,13,33,27,2,39
2484,13,24,11,10,6,18
2485,25,21,24,4,8,2
2486,33,5,12,27,16,24
2487,25,4,1,7,35,20
2488,6,29,49,9,39,27
2489,28,44,24,1,38,4
2490,19,8,14,48,37,40
2491,39,22,46,30,9,33
2492,1,38,34,22,45,13
2493,33,22,27,37,21,35
2494,15,1,14,20,28,29
2495,35,9,6,27,5,33
2496,12,17,31,29,27,48
2497,16,10,15,18,40,4
2498,14,40,23,28,47,12
2499,25,28,2,14,4,43
2500,39,14,24,44,20,37
2501,3,28,39,27,5,7
2502,15,19,13,3,44,5
2503,2,17,15,12,14,23
2504,37,27,43,4,38,39
2505,41,9,5,45,34,1
2506,44,36,29,25,34,14
2507,7,26,5,48,49,25
2508,29,12,23,42,27,10
2509,13,42,40,14,37,23
2510,46,28,48,7,3,14
2511,46,29,3,33,40,26
2512,46,3,18,16,48,32
2513,40,12,29,16,48,47
2514,21,41,1,26,7,29
2515,49,33,23,16,10,7
2516,41,13,27,48,23,29
2517,32,3,7,40,37,14
2518,45,12,26,11,44,37
2519,46,20,37,25,32,8
2520,49,24,47,18,40,10
2521,44,38,10,11,24,21
2522,19,42,41,18,34,28
2523,10,8,6,4,42,48
2524,42,24,16,48,5,4
2525,18,17,28,39,15,43
2526,8,2,32,9,39,6
2527,7,2,13,19,46,24
2528,46,38,39,22,3,5
2529,7,31,9,13,8,3
2530,8,40,30,35,18,7
2531,25,20,11,49,34,27
2532,49,8,48,5,11,19
2533,40,33,36,35,43,4
2534,10,12,27,49,15,21
2535,20,16,13,35,25,19
2536,30,24,23,29,41,18
2537,5,37,35,3,31,49
2538,2,43,26,16,38,32
2539,10,29,37,49,26,42
2540,12,36,34,38,41,40
2541,22,8,27,3,41,11
2542,25,10,8,44,23,28
2543,45,6,24,5,39,44
2544,6,11,32,17,15,7
2545,47,34,38,9,39,30
2546,22,32,33,41,44,19
2547,26,10,20,41,16,13
2548,7,39,31,12,25,35
2549,15,23,18,34,11,41
2550,6,39,42,5,34,13
2551,36,13,19,37,27,38
2552,36,24,21,22,31,35
2553,28,26,9,2,48,5
2554,28,42,8,1,25,46
2555,35,33,27,10,46,43
2556,10,43,9,20,21,44
2557,42,44,19,28,26,13
2558,22,40,10,7,14,11
2559,1,23,18,49,42,29
2560,32,17,7,48,46,27
2561,17,8,27,38,29,25
2562,10,24,6,3,8,14
2563,39,35,38,10,4,43
2564,17,48,40,23,36,2
2565,21,38,26,24,12,20
2566,18,40,5,46,49,23
2567,9,32,17,6,41,11
2568,10,28,6,30,11,33
2569,20,4,25,23,26,34
2570,16,35,37,27,5,18
2571,2,12,27,15,16,9
2572,48,39,21,27,30,9
2573,39,31,24,38,3,43
2574,14,43,10,45,30,6
2575,47,31,8,36,26,27
2576,44,48,21,10,27,17
2577,19,18,31,10,5,17
2578,48,2,16,33,45,41
2579,45,49,12,40,10,41
2580,21,41,31,14,2,43
2581,13,35,18,28,10,47
2582,31,20,9,25,15,2
2583,7,18,22,30,33,12
2584,36,6,29,10,20,23
2585,25,27,9,13,37,7
2586,5,18,49,34,31,40
2587,22,40,45,5,20,44
2588,16,22,18,32,48,1
2589,6,41,47,15,2,24
2590,24,38,18,6,25,2
2591,16,30,2,9,25,1
2592,13,21,17,9,42,43
2593,30,12,25,10,1,37
2594,40,29,2,10,18,37
2595,31,3,24,12,23,7
2596,44,10,2,6,31,23
2597,18,11,29,36,10,35
2598,47,45,40,1,30,24
2599,17,25,32,29,18,49
2600,19,33,39,18,30,26
2601,36,27,23,14,38,43
2602,24,29,38,5,25,35
2603,45,8,12,41,35,30
2604,33,39,46,4,26,8
2605,3,21,40,26,16,15
2606,39,41,28,1,45,4
2607,13,4,35,19,10,7
2608,40,22,13,4,42,9
2609,23,35,40,6,14,16
2610,42,37,2,24,16,6
2611,6,2,4,7,12,39
2612,21,9,31,18,41,16
2613,47,30,44,39,3,31
2614,41,23,20,37,36,43
2615,49,42,34,28,11,37
2616,9,19,25,2,39,38
2617,10,45,33,29,25,44
2618,23,8,19,11,31,33
2619,17,29,44,49,30,26
2620,36,14,40,19,15,28
2621,14,43,7,40,37,36
2622,41,46,28,24,26,47
2623,13,44,12,45,6,2
2624,4,9,21,35,7,32
2625,48,33,5,45,29,49
2626,18,44,15,40,30,12
2627,22,47,34,29,10,9
2628,30,21,43,8,23,7
2629,8,3,10,5,25,2
2630,29,3,27,33,38,31
2631,21,5,13,10,47,36
2632,35,24,10,48,28,40
2633,21,33,36,14,2,35
2634,16,48,25,21,24,20
2635,5,16,12,36,32,1
2636,4,31,38,2,22,12
2637,13,19,42,27,46,25
2638,48,39,27,4,26,21
2639,14,26,12,5,4,7
2640,32,12,6,9,42,48
2641,6,45,38,44,39,10
2642,5,7,13,22,2,36
2643,49,22,33,13,28,30
2644,27,47,48,7,21,41
2645,1,41,36,8,32,20
2646,5,1,24,48,33,41
2647,41,31,38,18,49,32
2648,36,37,17,29,13,34
2649,42,49,47,39,41,17
2650,26,47,32,3,44,15
2651,5,19,29,4,32,17
2652,6,41,33,17,2,13
2653,24,42,2,20,46,26
2654,21,48,44,28,25,8
2655,49,35,20,40,41,24
2656,8,21,3,37,38,46
2657,30,44,49,40,33,24
2658,6,49,48,44,26,27
2659,38,17,36,37,44,25
2660,2,12,22,39,6,24
2661,28,36,18,40,6,39
2662,44,32,30,39,13,35
2663,29,5,24,27,16,14
2664,37,44,6,32,31,38
2665,38,10,26,36,13,23
2666,3,20,18,9,46,47
2667,36,31,9,18,4,10
2668,26,24,49,1,6,22
2669,31,27,6,19,35,29
2670,15,21,10,47,4,38
2671,36,10,14,6,20,11
2672,25,11,27,17,33,26
2673,14,30,1,10,2,15
2674,39,43,29,20,32,30
2675,22,28,37,39,12,34
2676,42,37,12,49,35,6
2677,29,7,6,4,39,20
2678,31,41,39,15,17,47
2679,32,47,21,40,13,6
2680,37,18,27,20,31,26
2681,31,34,49,30,4,39
2682,15,8,42,7,24,21
2683,30,45,15,35,33,41
2684,17,39,7,29,18,42
2685,37,46,32,4,9,43
2686,14,13,19,47,5,48
2687,1,41,13,45,17,24
2688,41,16,29,37,26,6
2689,20,25,47,3,13,38
2690,14,16,6,27,26,37
2691,17,33,45,26,40,4
2692,20,38,3,48,35,21
2693,23,31,15,3,1,40
2694,32,6,14,7,40,45
2695,23,36,49,30,20,4
2696,32,9,44,24,46,1
2697,40,25,31,23,18,14
2698,5,37,17,46,26,30
2699,40,3,8,2,38,25
2700,26,18,27,41,42,28
2701,46,44,38,13,23,31
2702,14,28,18,17,22,3
2703,33,4,45,43,18,8
2704,20,21,49,10,5,43
2705,16,35,46,29,36,24
2706,4,7,44,2,46,45
2707,2,24,1,47,17,41
2708,44,45,16,34,13,32
2709,12,2,40,37,9,39
2710,9,11,48,25,45,16
2711,41,36,14,28,27,47
2712,20,22,23,18,35,5
2713,37,8,4,19,31,20
2714,3,40,16,46,44,33
2715,2,29,31,13,49,34
2716,15,34,46,31,45,26
2717,2,33,13,18,15,14
2718,17,9,31,43,25,24
2719,22,12,25,42,32,39
2720,14,34,4,39,47,31
2721,24,34,36,6,39,41
2722,27,11,49,47,28,26
2723,30,8,19,2,6,35
2724,28,7,2,5,11,20
2725,15,28,16,11,47,9
2726,22,30,36,48,35,13
2727,9,1,22,29,8,46
2728,32,7,33,48,15,5
2729,23,27,40,45,30,6
2730,39,1,14,48,10,26
2731,20,38,15,11,17,16
2732,41,48,15,5,44,47
2733,8,36,26,34,33,4
2734,39,8,31,9,20,24
2735,10,4,3,12,1,39
2736,38,1,45,10,22,46
2737,18,29,44,39,10,14
2738,6,1,4,26,16,8
2739,28,29,18,3,37,47
2740,15,33,17,44,1,46
2741,43,31,21,44,1,24
2742,2,16,10,4,15,49
2743,49,6,1,7,20,40
2744,31,13,15,23,25,42
2745,33,7,25,48,40,10
2746,27,12,41,10,21,18
2747,47,17,28,29,26,40
2748,18,21,8,2,19,1
2749,12,1,15,19,37,35
2750,3,25,34,39,20,30
2751,16,6,13,44,18,19
2752,19,43,41,46,35,40
2753,20,49,33,26,24,14
2754,24,22,43,26,16,37
2755,39,22,34,46,24,19
2756,12,26,31,24,20,36
2757,45,12,15,8,32,16
2758,18,14,10,39,31,29
2759,21,42,45,48,13,11
2760,35,37,33,1,6,12
2761,38,49,41,26,33,27
2762,28,15,41,14,23,31
2763,32,44,12,25,38,19
2764,3,35,6,42,46,23
2765,41,39,47,6,30,44
2766,49,9,40,38,18,39
2767,15,46,45,23,12,24
2768,41,20,43,2,25,47
2769,27,10,24,1,35,17
2770,43,7,42,10,30,17
2771,46,14,30,34,44,4
2772,15,38,29,43,8,10
2773,26,27,44,22,4,17
2774,42,19,7,16,33,4
2775,17,6,46,48,41,43
2776,40,22,31,2,42,3
2777,9,32,21,8,20,36
2778,35,1,28,16,23,37
2779,2,35,34,38,25,9
2780,20,16,47,14,37,4
2781,48,25,15,17,24,34
2782,21,40,37,9,2,5
2783,40,44,34,1,42,45
2784,19,6,21,26,20,40
2785,38,41,5,9,39,34
2786,34,17,26,25,4,7
2787,45,39,29,9,28,37
2788,20,46,6,42,32,35
2789,38,6,16,14,3,29
2790,2,15,17,16,46,6
2791,13,36,47,5,25,33
2792,22,46,17,15,28,23
2793,32,15,1,39,41,40
2794,47,2,16,7,46,22
2795,4,7,34,6,40,12
2796,31,5,30,4,22,26
2797,3,1,25,14,38,22
2798,13,18,22,30,1,10
2799,18,41,17,39,46,8
2800,35,1,24,34,33,46
2801,13,21,19,11,26,12
2802,19,18,8,40,17,32
2803,36,45,38,30,18,31
2804,8,21,19,20,42,18
2805,47,31,5,18,39,25
2806,6,4,17,39,26,7
2807,11,21,18,30,10,24
2808,40,15,37,22,16,7
2809,26,8,21,20,40,22
2810,28,20,39,38,42,11
2811,41,35,25,24,6,31
2812,36,27,16,46,23,32
2813,7,15,26,37,34,19
2814,16,15,6,14,4,23
2815,5,49,37,40,2,44
2816,31,20,9,23,28,10
2817,43,21,25,47,17,49
2818,13,25,18,39,19,41
2819,25,46,49,35,31,19
2820,27,5,49,19,7,14
2821,9,40,46,29,32,23
2822,44,42,5,6,40,13
2823,43,29,24,46,14,11
2824,46,42,27,5,23,18
2825,23,22,3,7,19,6
2826,23,48,16,32,6,35
2827,47,45,23,21,32,28
2828,25,49,28,33,23,43
2829,44,36,4,45,48,12
2830,28,22,21,31,9,25
2831,29,35,9,4,45,40
2832,44,48,22,12,30,6
2833,16,15,33,40,11,25
2834,17,43,13,35,5,19
2835,19,8,16,29,39,32
2836,23,43,21,32,1,49
2837,20,11,16,41,17,46
2838,9,21,8,35,45,19
